GD0422_01B	5738446.525	6600047.685	215.005
GD0422_01M1	5738446.523	6600047.699	218.836
GD0422_01R	5738446.76	6600048.14	210.39
GD0422_01T	5738446.49	6600047.633	222.599
GD0422_02B	5738454.552	6600045.332	215.052
GD0422_02M	5738454.549	6600045.344	218.17
GD0422_02R	5738453.92	6600045.59	210.9946
GD0423_01B	5738429.785	6600044.425	214.989
GD0423_01M1	5738429.844	6600044.617	218.79
GD0423_01R	5738428.99	6600043.09	210.2217
GD0423_01T	5738429.776	6600044.461	222.527
GD0423_02B	5738433.193	6600053.145	214.959
GD0423_02M1	5738433.202	6600053.178	218.774
GD0423_02R	5738433.25	6600053.46	210.708
GD0423_02T	5738433.198	6600053.182	222.595
GD0424_01B	5738428.489	6600039.599	213.191
GD0424_01M1	5738428.456	6600039.572	219.74
GD0424_01R	5738427.72	6600039.31	210.193
GD0424_01T	5738428.417	6600039.584	227.042
GD0424_02B	5738420.71	6600025.309	214.34
GD0424_02M1	5738420.725	6600025.356	218.785
GD0424_02R	5738420.79	6600025.55	209.899
GD0424_02T	5738420.721	6600025.305	224.817
GD0440_01B	5738427.317	6600059.508	214.269
GD0440_01M1	5738427.387	6600059.489	218.822
GD0440_01T	5738427.326	6600059.514	222.68
GD0440_02B	5738420.524	6600063.782	214.035
GD0440_02M1	5738420.387	6600063.824	218.902
GD0440_02T	5738420.385	6600063.841	222.709
GD0440_03B	5738412.43	6600067.355	214.681
GD0440_03M1	5738412.392	6600067.386	218.404
GD0440_03T	5738412.358	6600067.416	222.394
GD0440_04B	5738404.425	6600069.66	214.63
GD0440_04M1	5738404.446	6600069.672	218.366
GD0440_04R	5738403.99	6600069.79	210.4373
GD0440_04T	5738404.572	6600069.6	222.297
GD0440_05B	5738406.542	6600053.831	213.72
GD0440_05M1	5738406.649	6600053.787	218.24
GD0440_05T	5738406.563	6600053.824	222.506
GD0440_06B	5738414.684	6600050.197	214.029
GD0440_06M1	5738414.591	6600050.251	218.124
GD0440_06T	5738414.669	6600050.232	222.611
GD0441_01B	5738398.608	6600036.992	216.117
GD0441_01M1	5738398.594	6600036.928	220.987
